EmployeeNumber,Age,Attrition,Department,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,Performance_status,Age_Group,Education_Level,JobInvolvement_level,Jobsatisfaction_Level,Distance_status,YearAtCompany_status
1704,35,No,Research & Development,Male,Research Scientist,Single,4930,Yes,High,26-35,Masters,Medium,Very-High,Near,1-Star
1706,43,No,Sales,Male,Sales Executive,Married,7847,Yes,High,35-46,Bachelor,High,Very-High,Near,2-Star
1707,24,No,Research & Development,Male,Research Scientist,Married,4401,No,High,18-25,Bachelor,Very-High,High,Near,1-Star
1708,41,No,Sales,Male,Sales Executive,Single,9241,No,High,35-46,Bachelor,High,High,Near,2-Star
1709,29,No,Research & Development,Female,Laboratory Technician,Married,2974,No,High,26-35,Masters,High,High,Near,1-Star
1710,36,No,Sales,Female,Sales Representative,Single,4502,No,High,35-46,Masters,High,Very-High,Near,3-Star
1712,45,No,Research & Development,Male,Healthcare Representative,Married,10748,No,Low,35-46,Below College,Medium,High,Near,5-Star
1714,24,Yes,Human Resources,Male,Human Resources,Married,1555,No,High,18-25,Below College,Low,High,Very-Far,Newbies
1716,47,Yes,Sales,Male,Sales Executive,Married,12936,No,High,46-55,Bachelor,Low,High,Near,5-Star
1718,26,No,Research & Development,Male,Laboratory Technician,Married,2305,No,High,26-35,Masters,Low,High,Far,1-Star
1719,45,No,Research & Development,Female,Research Director,Single,16704,No,High,35-46,College,Medium,Medium,Very-Far,5-Star
1720,32,No,Research & Development,Male,Research Scientist,Married,3433,No,High,26-35,Bachelor,High,High,Near,1-Star
1721,31,No,Research & Development,Male,Laboratory Technician,Married,3477,No,High,26-35,Masters,High,High,Near,1-Star
1722,41,No,Human Resources,Male,Human Resources,Married,6430,No,High,35-46,Bachelor,Low,Medium,Near,1-Star
1724,40,No,Research & Development,Female,Manufacturing Director,Married,6516,Yes,High,35-46,College,High,Low,Near,Newbies
1725,24,No,Research & Development,Male,Laboratory Technician,Divorced,3907,No,High,18-25,Below College,High,Low,Very-Far,2-Star
1727,46,No,Research & Development,Male,Healthcare Representative,Single,5562,No,High,46-55,Masters,High,Medium,Far,2-Star
1728,35,No,Research & Development,Male,Manufacturing Director,Married,6883,No,High,26-35,Masters,High,High,Very-Far,2-Star
1729,30,No,Research & Development,Male,Research Scientist,Married,2862,No,High,26-35,Below College,High,Very-High,Far,2-Star
1731,47,No,Sales,Male,Sales Executive,Married,4978,No,High,46-55,Masters,High,Medium,Near,Newbies
1732,46,No,Sales,Male,Sales Executive,Divorced,10368,Yes,High,46-55,Bachelor,High,Very-High,Near,2-Star
1733,36,Yes,Sales,Male,Sales Executive,Divorced,6134,Yes,High,35-46,Doctor,Medium,Low,Far,Newbies
1734,32,Yes,Sales,Male,Sales Executive,Single,6735,No,High,26-35,College,Low,Medium,Near,Newbies
1735,23,No,Research & Development,Female,Laboratory Technician,Single,3295,No,High,18-25,Below College,High,Medium,Near,1-Star
1736,31,No,Research & Development,Female,Manufacturing Director,Single,5238,No,Low,26-35,Below College,High,Very-High,Very-Far,1-Star
1737,39,No,Research & Development,Male,Laboratory Technician,Married,6472,Yes,High,35-46,Bachelor,High,Very-High,Near,2-Star
1739,32,No,Sales,Male,Sales Executive,Married,9610,No,High,26-35,Bachelor,Low,High,Far,1-Star
1740,40,No,Sales,Male,Manager,Single,19833,No,High,35-46,Masters,High,Medium,Near,5-Star
1744,45,No,Human Resources,Female,Human Resources,Married,9756,No,Low,35-46,Bachelor,Low,High,Near,1-Star
1745,30,No,Research & Development,Female,Research Scientist,Single,4968,No,High,26-35,Masters,Medium,Low,Near,2-Star
1746,24,No,Human Resources,Male,Human Resources,Married,2145,No,High,18-25,Bachelor,High,Very-High,Near,Newbies
1747,30,Yes,Human Resources,Female,Human Resources,Divorced,2180,No,High,26-35,Bachelor,Medium,Very-High,Near,1-Star
1749,31,No,Sales,Male,Sales Executive,Married,8346,No,High,26-35,Bachelor,High,High,Near,1-Star
1751,27,No,Research & Development,Female,Research Scientist,Single,3445,No,High,26-35,Bachelor,High,Very-High,Near,2-Star
1752,29,Yes,Sales,Female,Sales Representative,Single,2760,No,High,26-35,Bachelor,Low,Medium,Near,Newbies
1753,29,No,Research & Development,Male,Healthcare Representative,Single,6294,Yes,High,26-35,Bachelor,Very-High,High,Near,1-Star
1754,30,No,Sales,Male,Sales Executive,Divorced,7140,No,High,26-35,College,Medium,Low,Far,2-Star
1755,34,No,Research & Development,Male,Research Scientist,Married,2932,Yes,High,26-35,Masters,Very-High,Very-High,Near,1-Star
1756,33,No,Sales,Female,Sales Executive,Single,5147,No,High,26-35,Bachelor,High,Medium,Near,3-Star
1757,49,No,Sales,Female,Sales Executive,Single,4507,No,High,46-55,Masters,High,Very-High,Far,1-Star
1758,33,Yes,Sales,Female,Sales Executive,Single,8564,Yes,Low,26-35,Bachelor,High,Low,Far,Newbies
1760,38,No,Research & Development,Female,Laboratory Technician,Married,2468,No,High,35-46,College,Medium,Medium,Near,2-Star
1761,31,Yes,Sales,Male,Sales Executive,Married,8161,No,High,26-35,Masters,High,High,Far,Newbies
1762,29,No,Research & Development,Female,Research Scientist,Divorced,2109,No,High,26-35,Bachelor,Medium,Low,Near,Newbies
1763,30,No,Research & Development,Male,Healthcare Representative,Married,5294,No,High,26-35,Bachelor,Very-High,High,Far,2-Star
1764,32,No,Research & Development,Male,Research Scientist,Single,2718,No,High,26-35,Masters,High,Medium,Near,2-Star
1766,38,No,Research & Development,Male,Healthcare Representative,Married,5811,Yes,High,35-46,Bachelor,Low,Very-High,Far,Newbies
1767,43,Yes,Research & Development,Male,Research Scientist,Married,2437,Yes,High,35-46,Bachelor,Medium,High,Far,Newbies
1768,42,No,Research & Development,Male,Laboratory Technician,Divorced,2766,No,Low,35-46,Bachelor,High,Medium,Far,1-Star
1770,55,No,Research & Development,Male,Research Director,Married,19038,No,High,46-55,Bachelor,Medium,Low,Near,Newbies
1771,33,No,Research & Development,Male,Research Scientist,Divorced,3055,No,High,26-35,Bachelor,High,Medium,Near,2-Star
1772,41,No,Research & Development,Male,Laboratory Technician,Divorced,2289,No,Low,35-46,Masters,High,Low,Near,1-Star
1774,34,No,Sales,Male,Sales Executive,Divorced,4001,Yes,High,26-35,Bachelor,High,High,Near,3-Star
1775,53,No,Research & Development,Female,Manufacturing Director,Married,12965,Yes,Low,46-55,Masters,Medium,High,Near,1-Star
1778,43,No,Human Resources,Male,Human Resources,Single,3539,No,High,35-46,Bachelor,High,Very-High,Near,2-Star
1779,34,No,Sales,Female,Sales Executive,Single,6029,No,High,26-35,College,Low,Very-High,Near,Newbies
1780,21,Yes,Sales,Male,Sales Representative,Single,2679,No,High,18-25,Below College,High,Medium,Near,Newbies
1782,38,No,Research & Development,Female,Laboratory Technician,Married,3702,No,High,35-46,College,Medium,High,Near,1-Star
1783,22,Yes,Research & Development,Female,Laboratory Technician,Married,2398,Yes,High,18-25,Below College,High,Low,Near,Newbies
1784,31,No,Sales,Female,Sales Executive,Married,5468,No,High,26-35,Masters,Medium,Very-High,Very-Far,3-Star
1786,51,No,Research & Development,Female,Manager,Married,13116,No,High,46-55,Bachelor,High,High,Near,Newbies
1787,37,No,Sales,Male,Sales Executive,Married,4189,No,High,35-46,College,Medium,Medium,Near,1-Star
1789,46,No,Research & Development,Male,Research Director,Divorced,19328,Yes,High,46-55,Masters,High,Very-High,Near,Newbies
1790,36,No,Research & Development,Male,Healthcare Representative,Married,8321,Yes,High,35-46,Bachelor,High,Low,Near,3-Star
1792,44,Yes,Research & Development,Male,Research Scientist,Divorced,2342,Yes,High,35-46,College,High,Medium,Near,1-Star
1794,37,No,Human Resources,Male,Human Resources,Divorced,4071,No,High,35-46,College,High,Medium,Near,2-Star
1797,35,Yes,Sales,Male,Sales Executive,Single,5813,Yes,High,26-35,Bachelor,High,Very-High,Very-Far,2-Star
1798,33,No,Research & Development,Male,Research Scientist,Married,3143,No,High,26-35,Masters,Very-High,Low,Near,2-Star
1799,28,No,Research & Development,Male,Research Scientist,Married,2044,No,High,26-35,Bachelor,High,Very-High,Near,1-Star
1800,39,No,Research & Development,Male,Research Director,Single,13464,No,Low,35-46,Below College,High,High,Near,1-Star
1801,46,No,Sales,Male,Sales Executive,Single,7991,No,High,46-55,College,Medium,Medium,Very-Far,Newbies
1802,40,No,Research & Development,Female,Laboratory Technician,Married,3377,No,High,35-46,College,High,Low,Near,1-Star
1803,42,No,Research & Development,Male,Healthcare Representative,Married,5538,No,High,35-46,Bachelor,Very-High,Low,Far,Newbies
1804,35,No,Research & Development,Male,Manufacturing Director,Divorced,5762,No,High,26-35,College,High,Very-High,Near,2-Star
1805,38,No,Human Resources,Male,Human Resources,Divorced,2592,No,High,35-46,Bachelor,High,Medium,Near,3-Star
1807,34,Yes,Research & Development,Male,Laboratory Technician,Married,5346,No,High,26-35,Masters,High,Low,Near,2-Star
1809,37,Yes,Research & Development,Male,Manufacturing Director,Single,4213,No,High,35-46,Masters,High,Low,Near,2-Star
1812,39,No,Sales,Male,Sales Executive,Divorced,4127,No,High,35-46,Bachelor,High,Very-High,Far,Newbies
1813,43,No,Research & Development,Male,Research Scientist,Single,2438,No,High,35-46,Bachelor,High,High,Near,1-Star
1814,41,No,Research & Development,Male,Healthcare Representative,Single,6870,No,High,35-46,Bachelor,Very-High,Medium,Near,1-Star
1815,41,No,Sales,Female,Sales Executive,Divorced,10447,Yes,High,35-46,Below College,High,High,Near,5-Star
1816,30,No,Research & Development,Female,Manufacturing Director,Single,9667,No,High,26-35,Bachelor,High,High,Near,2-Star
1818,26,Yes,Human Resources,Female,Human Resources,Married,2148,Yes,High,26-35,College,High,Medium,Far,1-Star
1821,46,Yes,Research & Development,Female,Healthcare Representative,Married,8926,No,Low,46-55,College,High,Medium,Very-Far,2-Star
1822,40,No,Research & Development,Female,Healthcare Representative,Divorced,6513,No,High,35-46,Bachelor,High,Very-High,Near,1-Star
1823,34,No,Sales,Male,Sales Executive,Married,6799,No,Low,26-35,College,Very-High,High,Near,2-Star
1824,58,No,Sales,Male,Manager,Divorced,16291,No,Low,56?,Bachelor,High,Medium,Near,4-Star
1826,35,No,Research & Development,Male,Laboratory Technician,Married,2705,No,High,26-35,Masters,Low,High,Very-Far,1-Star
1827,47,No,Research & Development,Female,Manufacturing Director,Divorced,10333,Yes,High,46-55,Bachelor,Medium,Medium,Near,5-Star
1829,40,No,Research & Development,Female,Healthcare Representative,Divorced,4448,No,High,35-46,Bachelor,High,Low,Far,2-Star
1830,54,No,Research & Development,Female,Research Scientist,Married,6854,No,High,46-55,Masters,High,Very-High,Near,2-Star
1833,31,No,Sales,Female,Sales Executive,Married,9637,No,High,26-35,Masters,High,Low,Near,1-Star
1834,28,No,Research & Development,Female,Research Scientist,Married,3591,No,Low,26-35,Bachelor,High,Low,Near,1-Star
1835,38,No,Sales,Female,Sales Representative,Married,5405,Yes,Low,35-46,Masters,Low,Very-High,Near,1-Star
1836,26,No,Sales,Male,Sales Executive,Single,4684,No,High,26-35,Bachelor,High,Very-High,Near,1-Star
1837,58,No,Research & Development,Male,Research Director,Married,15787,Yes,High,56?,Masters,High,High,Far,Newbies
1839,18,No,Research & Development,Female,Research Scientist,Single,1514,No,High,18-25,Bachelor,High,High,Far,Newbies
1842,31,Yes,Human Resources,Male,Human Resources,Married,2956,No,High,26-35,Doctor,Very-High,Low,Far,Newbies
1844,29,Yes,Human Resources,Male,Human Resources,Divorced,2335,Yes,High,26-35,Bachelor,Medium,Low,Far,Newbies
1845,45,No,Sales,Female,Sales Executive,Married,5154,No,Low,35-46,Masters,High,High,Near,2-Star
1847,36,No,Research & Development,Female,Research Scientist,Married,6962,Yes,Low,35-46,Masters,High,Medium,Near,Newbies
1849,43,No,Sales,Male,Sales Executive,Married,5675,No,Low,35-46,Masters,High,Very-High,Near,2-Star
1850,27,No,Research & Development,Female,Laboratory Technician,Single,2379,Yes,High,26-35,College,High,Very-High,Near,1-Star
1852,29,No,Research & Development,Male,Laboratory Technician,Married,3812,No,High,26-35,Below College,High,Very-High,Far,3-Star
1853,32,No,Sales,Male,Sales Executive,Single,4648,No,High,26-35,Masters,High,Very-High,Near,Newbies
1854,42,No,Research & Development,Male,Research Scientist,Married,2936,No,Low,35-46,Masters,High,High,Near,2-Star
1856,47,No,Research & Development,Female,Laboratory Technician,Single,2105,No,High,46-55,Masters,High,High,Near,Newbies
1857,46,No,Research & Development,Male,Manufacturing Director,Divorced,8578,No,High,46-55,College,High,Very-High,Near,2-Star
1858,28,No,Human Resources,Male,Human Resources,Divorced,2706,No,High,26-35,College,High,Very-High,Near,1-Star
1859,29,No,Research & Development,Male,Healthcare Representative,Divorced,6384,No,High,26-35,Below College,Low,High,Very-Far,2-Star
1860,42,No,Research & Development,Male,Laboratory Technician,Single,3968,No,High,35-46,Bachelor,High,High,Near,Newbies
1862,32,Yes,Sales,Male,Sales Executive,Single,9907,Yes,High,26-35,Masters,Medium,Medium,Near,Newbies
1863,46,No,Sales,Female,Sales Executive,Divorced,13225,No,High,46-55,Bachelor,Very-High,Low,Near,4-Star
1864,27,No,Sales,Female,Sales Representative,Married,3540,No,Low,26-35,Below College,Medium,High,Very-Far,2-Star
1865,29,No,Human Resources,Male,Human Resources,Married,2804,No,High,26-35,Below College,Medium,Medium,Near,Newbies
1866,43,No,Research & Development,Female,Manager,Married,19392,No,High,35-46,Bachelor,Medium,High,Near,4-Star
1867,48,No,Research & Development,Male,Research Director,Married,19665,No,High,46-55,Bachelor,Medium,Medium,Near,5-Star
1868,29,Yes,Research & Development,Male,Research Scientist,Single,2439,Yes,Low,26-35,College,Medium,Very-High,Very-Far,Newbies
1869,46,Yes,Sales,Female,Sales Executive,Married,7314,No,Low,46-55,Bachelor,High,Medium,Near,2-Star
1870,27,No,Research & Development,Female,Research Scientist,Married,4774,No,High,26-35,Bachelor,Medium,Low,Far,2-Star
1871,39,No,Research & Development,Male,Research Scientist,Divorced,3902,No,High,35-46,Masters,High,Very-High,Far,Newbies
1873,55,No,Research & Development,Male,Research Scientist,Married,2662,No,Low,46-55,Masters,Medium,Very-High,Near,1-Star
1875,28,No,Sales,Female,Sales Representative,Married,2856,No,High,26-35,Bachelor,High,Medium,Near,Newbies
1876,30,Yes,Sales,Male,Sales Representative,Single,1081,No,High,26-35,Bachelor,High,Very-High,Near,Newbies
1878,22,Yes,Research & Development,Male,Research Scientist,Single,2472,Yes,Low,18-25,Below College,High,Medium,Near,Newbies
1880,36,No,Sales,Female,Sales Executive,Married,5673,Yes,High,35-46,Masters,Medium,High,Near,2-Star
1881,31,No,Research & Development,Male,Laboratory Technician,Divorced,4197,No,High,26-35,Bachelor,High,High,Far,2-Star
1882,34,No,Sales,Male,Sales Executive,Married,9713,Yes,High,26-35,Bachelor,High,Very-High,Near,1-Star
1883,29,No,Research & Development,Male,Laboratory Technician,Single,2062,No,High,26-35,Bachelor,High,Low,Near,1-Star
1885,37,No,Research & Development,Male,Research Scientist,Married,4284,Yes,Low,35-46,Masters,High,Low,Near,1-Star
1886,35,No,Research & Development,Female,Manufacturing Director,Married,4788,Yes,High,26-35,College,Medium,Medium,Far,1-Star
1888,45,No,Research & Development,Female,Manufacturing Director,Married,5906,No,High,35-46,College,Medium,Very-High,Very-Far,2-Star
1890,36,No,Human Resources,Male,Human Resources,Single,3886,No,Low,35-46,Below College,Medium,Very-High,Near,2-Star
1892,40,No,Research & Development,Male,Manager,Divorced,16823,No,High,35-46,Masters,High,Low,Near,4-Star
1893,26,No,Research & Development,Female,Research Scientist,Married,2933,Yes,High,26-35,College,Medium,High,Near,Newbies
1898,27,No,Sales,Female,Sales Executive,Single,6500,No,High,26-35,College,Very-High,High,Near,2-Star
1900,48,No,Research & Development,Female,Manager,Divorced,17174,No,High,46-55,Bachelor,High,Very-High,Very-Far,5-Star
1903,44,No,Research & Development,Male,Healthcare Representative,Married,5033,No,High,35-46,Masters,Very-High,Low,Near,Newbies
1905,34,Yes,Research & Development,Male,Research Scientist,Married,2307,Yes,Low,26-35,Masters,Low,Low,Far,1-Star
1907,56,Yes,Research & Development,Male,Laboratory Technician,Single,2587,No,High,56?,College,High,Very-High,Very-Far,1-Star
1908,36,No,Sales,Male,Sales Executive,Married,5507,No,High,35-46,College,Medium,Medium,Far,1-Star
1909,41,No,Sales,Female,Sales Executive,Married,4393,No,Low,35-46,Bachelor,High,Medium,Near,1-Star
1911,42,No,Research & Development,Male,Research Director,Married,13348,No,High,35-46,Bachelor,High,Low,Near,3-Star
1912,31,No,Sales,Female,Sales Executive,Divorced,6583,Yes,High,26-35,College,High,Very-High,Near,1-Star
1915,34,No,Sales,Female,Sales Executive,Married,8103,Yes,High,26-35,Below College,Medium,Very-High,Near,1-Star
1916,31,No,Research & Development,Female,Laboratory Technician,Divorced,3978,No,High,26-35,Bachelor,Very-High,High,Near,Newbies
1918,26,No,Research & Development,Male,Laboratory Technician,Married,2544,No,High,26-35,Bachelor,Very-High,Very-High,Near,2-Star
1922,45,No,Research & Development,Male,Healthcare Representative,Single,5399,No,High,35-46,Masters,High,High,Near,1-Star
1924,33,No,Sales,Male,Sales Executive,Single,5487,No,High,26-35,Masters,High,High,Near,2-Star
1927,28,No,Sales,Male,Sales Executive,Married,6834,Yes,High,26-35,College,Medium,Very-High,Near,2-Star
1928,29,Yes,Sales,Male,Sales Representative,Single,1091,No,High,26-35,Bachelor,Very-High,Low,Very-Far,Newbies
1929,39,No,Sales,Female,Sales Executive,Married,5736,No,High,35-46,Masters,Low,High,Very-Far,1-Star
1931,27,No,Research & Development,Male,Research Scientist,Married,2226,No,High,26-35,Masters,High,Medium,Near,1-Star
1932,34,No,Research & Development,Male,Research Scientist,Married,5747,Yes,High,26-35,Masters,Medium,Very-High,Very-Far,3-Star
1933,28,Yes,Sales,Female,Sales Executive,Single,9854,Yes,High,26-35,College,High,High,Far,Newbies
1934,47,No,Research & Development,Male,Research Scientist,Married,5467,No,High,46-55,Masters,High,Medium,Far,2-Star
1935,56,No,Sales,Female,Sales Executive,Married,5380,No,High,56?,Doctor,Medium,Low,Far,Newbies
1936,39,No,Research & Development,Male,Manufacturing Director,Married,5151,No,Low,35-46,College,High,Low,Near,2-Star
1937,38,No,Research & Development,Female,Research Scientist,Divorced,2133,Yes,High,35-46,Bachelor,Medium,Medium,Near,4-Star
1938,58,No,Sales,Female,Manager,Married,17875,Yes,High,56?,Bachelor,High,Very-High,Very-Far,Newbies
1939,32,Yes,Research & Development,Female,Research Scientist,Single,2432,Yes,High,26-35,College,Very-High,High,Near,1-Star
1940,38,No,Research & Development,Male,Research Scientist,Divorced,4771,No,High,35-46,College,High,Very-High,Near,1-Star
1941,49,No,Research & Development,Male,Research Director,Married,19161,No,High,46-55,Below College,High,Very-High,Near,1-Star
1943,42,No,Sales,Male,Sales Executive,Divorced,5087,Yes,High,35-46,Masters,High,Very-High,Far,Newbies
1944,27,Yes,Human Resources,Female,Human Resources,Married,2863,No,High,26-35,Bachelor,Medium,Medium,Very-Far,Newbies
1945,35,No,Sales,Male,Sales Executive,Married,5561,No,High,26-35,Masters,High,Low,Far,1-Star
1947,28,No,Research & Development,Male,Research Scientist,Single,2144,No,High,26-35,Bachelor,High,High,Far,1-Star
1948,31,No,Research & Development,Male,Research Scientist,Divorced,3065,Yes,High,26-35,College,High,Low,Near,1-Star
1949,36,No,Research & Development,Male,Laboratory Technician,Married,2810,No,Low,35-46,Masters,Very-High,Medium,Near,1-Star
1950,34,No,Sales,Male,Sales Executive,Single,9888,No,Low,26-35,Bachelor,High,Very-High,Near,3-Star
1951,34,No,Sales,Male,Sales Executive,Divorced,8628,No,High,26-35,Masters,High,High,Far,2-Star
1952,26,No,Research & Development,Male,Laboratory Technician,Single,2867,No,High,26-35,Bachelor,High,Low,Near,2-Star
1954,29,No,Research & Development,Male,Healthcare Representative,Married,5373,No,High,26-35,Bachelor,High,Low,Near,1-Star
1955,32,No,Research & Development,Female,Healthcare Representative,Divorced,6667,No,High,26-35,Masters,High,Very-High,Far,1-Star
1956,31,No,Research & Development,Male,Research Scientist,Married,5003,No,Low,26-35,Bachelor,Low,Low,Near,2-Star
1960,28,Yes,Research & Development,Male,Laboratory Technician,Divorced,2367,No,High,26-35,Bachelor,Medium,Very-High,Far,1-Star
1961,38,No,Sales,Male,Sales Representative,Single,2858,No,High,35-46,Bachelor,Medium,Low,Near,Newbies
1962,35,No,Sales,Female,Sales Executive,Married,5204,Yes,High,26-35,Masters,High,Very-High,Near,2-Star
1965,27,No,Sales,Male,Sales Executive,Single,4105,No,High,26-35,Bachelor,High,Very-High,Near,2-Star
1966,32,No,Research & Development,Male,Manufacturing Director,Single,9679,No,Low,26-35,Masters,Medium,Very-High,Near,Newbies
1967,31,Yes,Sales,Male,Sales Executive,Married,5617,Yes,High,26-35,Masters,High,Very-High,Very-Far,2-Star
1968,53,Yes,Sales,Male,Sales Executive,Single,10448,Yes,High,46-55,Masters,High,Low,Very-Far,Newbies
1969,54,No,Research & Development,Female,Research Scientist,Married,2897,No,High,46-55,College,High,High,Near,1-Star
1970,33,No,Research & Development,Male,Healthcare Representative,Divorced,5968,No,Low,26-35,College,High,High,Near,2-Star
1971,43,No,Research & Development,Male,Healthcare Representative,Married,7510,No,High,35-46,Bachelor,High,High,Far,2-Star
1972,38,No,Human Resources,Male,Human Resources,Married,2991,Yes,High,35-46,Masters,High,Medium,Near,2-Star
1973,55,No,Human Resources,Male,Manager,Married,19636,Yes,High,46-55,Masters,Very-High,Medium,Very-Far,2-Star
1974,31,No,Research & Development,Female,Laboratory Technician,Divorced,1129,Yes,High,26-35,Below College,Low,Very-High,Near,Newbies
1975,39,No,Sales,Male,Sales Executive,Single,13341,No,High,35-46,Masters,High,Low,Far,4-Star
1976,42,No,Research & Development,Male,Research Scientist,Single,4332,No,High,35-46,College,Medium,High,Very-Far,4-Star
1979,31,No,Research & Development,Female,Research Director,Married,11031,No,Low,26-35,Bachelor,High,High,Near,3-Star
1980,54,No,Research & Development,Female,Manufacturing Director,Single,4440,Yes,High,46-55,Bachelor,High,Low,Near,1-Star
1981,24,No,Research & Development,Male,Healthcare Representative,Single,4617,No,High,18-25,College,Medium,High,Near,1-Star
1982,23,No,Research & Development,Male,Laboratory Technician,Single,2647,No,High,18-25,College,High,Very-High,Far,1-Star
1985,40,No,Research & Development,Female,Laboratory Technician,Married,6323,No,High,35-46,Bachelor,High,High,Far,2-Star
1986,40,No,Sales,Female,Sales Executive,Married,5677,No,High,35-46,College,High,Medium,Near,3-Star
1987,25,No,Human Resources,Female,Human Resources,Married,2187,No,High,18-25,Bachelor,High,Medium,Near,Newbies
1989,30,No,Research & Development,Male,Laboratory Technician,Married,3748,No,High,26-35,College,High,Medium,Near,3-Star
1992,25,No,Research & Development,Male,Laboratory Technician,Divorced,3977,Yes,High,18-25,Below College,High,High,Near,Newbies
1993,47,No,Research & Development,Male,Healthcare Representative,Single,8633,No,Low,46-55,Bachelor,High,High,Very-Far,4-Star
1994,33,No,Research & Development,Male,Laboratory Technician,Divorced,2008,No,High,26-35,College,Medium,High,Near,Newbies
1995,38,No,Sales,Male,Sales Executive,Married,4440,No,High,35-46,Masters,High,Medium,Near,3-Star
1996,31,No,Sales,Male,Sales Representative,Married,3067,No,High,26-35,College,High,High,Near,Newbies
1997,38,No,Research & Development,Male,Manufacturing Director,Married,5321,No,High,35-46,Masters,Medium,High,Near,2-Star
1998,42,No,Research & Development,Male,Research Scientist,Divorced,5410,Yes,High,35-46,Masters,High,Low,Far,1-Star
1999,41,No,Research & Development,Male,Research Scientist,Married,2782,No,Low,35-46,Bachelor,High,Very-High,Near,1-Star
2000,47,No,Research & Development,Female,Research Director,Married,11957,No,High,46-55,Below College,High,Medium,Near,3-Star
2003,35,No,Research & Development,Male,Laboratory Technician,Married,2660,Yes,High,26-35,Masters,High,High,Far,Newbies
2007,22,No,Research & Development,Male,Research Scientist,Single,3375,No,High,18-25,College,High,High,Near,1-Star
2008,35,No,Research & Development,Male,Research Scientist,Single,5098,No,High,26-35,Masters,High,High,Near,2-Star
2009,33,No,Research & Development,Female,Healthcare Representative,Married,4878,Yes,High,26-35,College,High,Very-High,Far,2-Star
2010,32,No,Research & Development,Female,Laboratory Technician,Single,2837,No,High,26-35,Masters,Medium,Medium,Very-Far,2-Star
2012,40,No,Research & Development,Male,Laboratory Technician,Married,2406,No,High,35-46,Masters,High,Very-High,Near,Newbies
2013,32,No,Sales,Male,Sales Representative,Married,2269,No,High,26-35,Masters,Medium,Medium,Near,Newbies
2014,39,No,Research & Development,Male,Research Scientist,Single,4108,No,High,35-46,Below College,High,Very-High,Very-Far,2-Star
2015,38,No,Research & Development,Female,Research Director,Married,13206,No,High,35-46,Bachelor,Low,High,Near,4-Star
2016,32,No,Sales,Female,Sales Executive,Married,10422,No,High,26-35,Masters,High,Very-High,Near,3-Star
2017,37,No,Research & Development,Female,Research Director,Married,13744,Yes,Low,35-46,Bachelor,Very-High,Very-High,Near,4-Star
2018,25,No,Sales,Female,Sales Executive,Divorced,4907,Yes,Low,18-25,College,High,High,Near,1-Star
2019,52,No,Sales,Male,Sales Representative,Divorced,3482,No,High,46-55,Masters,High,Very-High,Very-Far,2-Star
2020,44,No,Research & Development,Male,Research Scientist,Single,2436,Yes,High,35-46,Bachelor,High,Very-High,Near,1-Star
2021,21,No,Sales,Male,Sales Representative,Single,2380,Yes,High,18-25,Below College,High,Low,Near,Newbies
2022,39,No,Research & Development,Male,Manager,Single,19431,No,High,35-46,Bachelor,High,Very-High,Near,2-Star
2023,23,Yes,Sales,Male,Sales Representative,Married,1790,No,High,18-25,Bachelor,High,Low,Near,Newbies
2024,36,No,Sales,Female,Sales Executive,Married,7644,No,High,35-46,Bachelor,Medium,Very-High,Near,2-Star
2025,36,No,Research & Development,Female,Manufacturing Director,Divorced,5131,No,High,35-46,College,High,Medium,Near,1-Star
2026,56,No,Research & Development,Male,Healthcare Representative,Divorced,6306,No,Low,56?,Masters,High,High,Near,3-Star
2027,29,Yes,Research & Development,Male,Research Scientist,Married,4787,Yes,High,26-35,Masters,High,Very-High,Near,Newbies
2031,42,No,Research & Development,Male,Manager,Married,18880,No,High,35-46,Bachelor,High,High,Near,5-Star
2032,56,Yes,Research & Development,Male,Laboratory Technician,Married,2339,No,High,56?,College,High,High,Near,2-Star
2034,41,No,Research & Development,Female,Manufacturing Director,Married,13570,No,Low,35-46,Masters,Medium,Medium,Very-Far,4-Star
2035,34,No,Sales,Female,Sales Executive,Married,6712,No,Low,26-35,Bachelor,Medium,High,Very-Far,2-Star
2036,36,No,Sales,Male,Sales Executive,Divorced,5406,No,Low,35-46,Masters,Low,Very-High,Far,3-Star
2037,41,No,Sales,Male,Sales Executive,Divorced,8938,No,High,35-46,Bachelor,Medium,Medium,Near,1-Star
2038,32,No,Research & Development,Male,Research Scientist,Single,2439,No,High,26-35,Bachelor,High,Low,Near,1-Star
2040,35,No,Human Resources,Female,Human Resources,Single,8837,Yes,High,26-35,Masters,High,Very-High,Very-Far,2-Star
2041,38,No,Sales,Female,Sales Executive,Married,5343,No,High,35-46,College,High,Very-High,Near,2-Star
2044,50,Yes,Sales,Male,Sales Executive,Divorced,6728,No,High,46-55,Masters,High,High,Near,2-Star
2045,36,No,Sales,Female,Sales Executive,Married,6652,No,High,35-46,Masters,Medium,Very-High,Far,2-Star
2046,45,No,Sales,Female,Sales Executive,Single,4850,No,High,35-46,Bachelor,High,High,Far,1-Star
2048,40,No,Research & Development,Male,Research Scientist,Single,2809,No,High,35-46,Masters,Medium,High,Near,Newbies
2049,35,No,Research & Development,Male,Healthcare Representative,Married,5689,Yes,High,26-35,Masters,High,High,Far,2-Star
2051,40,No,Research & Development,Female,Research Scientist,Married,2001,No,High,35-46,Masters,High,High,Near,1-Star
